Ontology,Axiom,LogicalAxiomCount,ClassCount,ObjectPropertyCount,DataPropertyCount,IndividualCount,DLExpressivity,DeclarationAxiomsCount,SubClassOf,EquivalentClasses,DisjointClasses,GCICount,HiddenGCICount,SubObjectPropertyOf,EquivalentObjectProperties,TransitiveObjectProperty,ReflexiveObjectProperty,ObjectPropertyDomain,ObjectPropertyRange,SubPropertyChainOf,SubDataPropertyOf,EquivalentDataProperties,FunctionalDataProperty,DataPropertyDomain,DataPropertyRange,ClassAssertion,ObjectPropertyAssertion,DataPropertyAssertion,NegativeObjectPropertyAssertion,NegativeDataPropertyAssertion,SameIndividual,DifferentIndividuals,AnnotationAssertion,AnnotationPropertyDomain,AnnotationPropertyRangeOf,ABoxAxiomCount,TBoxAxiomCount,RBoxAxiomCount
00417.owl_RDFXML.owl,535,173,358,4,0,0,ALE,362,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0
00500.owl_RDFXML.owl,3204,1200,1997,7,0,0,ALE,2004,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0
00534.owl_RDFXML.owl,950,315,632,3,0,0,ALE,635,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0
00538.owl_RDFXML.owl,274,102,169,3,0,0,ALE,172,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0
00539.owl_RDFXML.owl,278,104,171,3,0,0,ALE,174,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
00574.owl_RDFXML.owl,1078,422,649,7,0,0,ALE,656,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0
00677.owl_RDFXML.owl,2534,941,1582,11,0,0,ALE,1593,0,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0
0075a29f-7bd0-4861-8b22-65a2c25ec039_vt.obo_RDFXML.owl,6966,3757,3209,0,0,0,AL,3209,3757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3757,0
00832dbc-5333-479b-aec9-fc623d532af6_notype_xp.owl2_RDFXML.owl,9646,4122,5514,10,0,0,ALER,5524,71,4049,0,0,71,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4120,2
00b27d6c-5532-43aa-902c-2468b7407841_classified.obo_RDFXML.owl,7291,4084,3205,2,0,0,ALE+,3207,4083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4083,1
00b86bdc-e16b-46bf-93fb-9cde6849dcc8_onto.rdf_RDFXML.owl,266,175,28,0,7,56,AL(D),91,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,98,0,0,0,0,0,0,0,153,22,0
00cd6685-258f-4e6b-8ad9-c071710ff8bc_rex.owl_RDFXML.owl,1284,730,552,2,0,0,ALE,554,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,0
01020666-768a-494d-bfda-6d9a4eedaf52_enspanther.owl_RDFXML.owl,40565,17529,23036,0,0,0,AL,23036,17529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17529,0
01053c56-6d83-4763-9aee-f9f36c1aec42_EHDAA2.obo_RDFXML.owl,16193,13463,2721,9,0,0,S,2730,13457,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13460,3
0114933a-4dc8-4fe1-a966-81e46b6c4d89_an_anatomy.obo_RDFXML.owl,1401,698,700,3,0,0,ALE+,703,696,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,2
0145c9fc-5708-4517-a909-1e574b4c39db_nboel.obo_RDFXML.owl,2372,1296,1070,6,0,0,ALE,1076,1238,58,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0
01465c1b-9738-418e-baaa-b0b421453a15_miro.owl_RDFXML.owl,8738,4413,4317,8,0,0,ALE+,4325,4409,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4409,4
015f8405-f234-4e27-a9d3-0bf659b9e785_mpath.owl_RDFXML.owl,1780,941,838,1,0,0,ALE+,839,940,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,1
01604f5c-bb75-41a2-8535-6eb587f4ef5b_egoryRdfsClass_RDFXML.owl,348,175,12,15,15,131,ALH(D),173,4,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,44,78,0,0,0,0,0,0,0,0,122,34,19
01696fcb-aaae-4967-a355-6495c56d940f_ings_v3.01.rdf_RDFXML.owl,597,336,150,2,0,109,ALEO,261,155,180,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,335,0
017ba95a-fd2a-4957-894a-eab3f6fe846a_humancobra.owl_RDFXML.owl,9705,4884,2411,0,0,2410,ALC,4821,2409,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469,0,0,0,0,0,0,0,0,0,2469,2415,0
0184bd80-510f-4470-b515-29ceda7e21b4_egoryFoafAgent_RDFXML.owl,297,153,15,22,24,83,ALCH(D),144,7,0,1,0,0,9,0,0,0,16,4,0,10,0,0,22,4,31,49,0,0,0,0,0,0,0,0,80,54,19
01951143-a1ee-44e6-93eb-0b82c695c0e4_gumo.owl_RDFXML.owl,2587,1295,1292,0,0,0,AL,1292,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,0
01c6900c-64b6-43ca-b529-c83ea06637b2__component.owl_RDFXML.owl,1456,523,906,27,0,0,ALE,933,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0
01d8952e-9fe6-4df0-b521-857ac465edcb_xco.obo_RDFXML.owl,958,523,433,2,0,0,ALE+,435,521,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,2
01e6c221-0cc3-4315-9d50-aad6d8f1dc4d_MAT.obo_RDFXML.owl,965,504,459,2,0,0,ALE,461,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0
01f8e992-0d68-48cc-9f0a-d005cd56547e_s_musculus.obo_RDFXML.owl,24010,11861,12148,1,0,0,ALE,12149,11789,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11861,0
02026428-5edc-4e90-aa69-6e841e891c69_d_nesting.owl2_RDFXML.owl,658,347,308,3,0,0,ALE,311,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0
02210f4d-8e32-412d-88aa-13494ff93163_n_anatomy.owl2_RDFXML.owl,4284,2673,1601,10,0,0,ALE,1611,2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2673,0
0223fe0b-6717-4e60-bdde-d6c4b4bedba0_onto.rdf_RDFXML.owl,243,149,32,0,6,56,AL(D),94,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,26,0
022cbd0a-7c5f-49a5-b294-80c3e4859d7d_classified.owl_RDFXML.owl,397,289,105,3,0,0,ALEH+,108,286,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,3
02359e23-1f62-4cf6-83b4-2d75088fc4b6_lom.owl_RDFXML.owl,156,101,11,0,0,45,ALC,55,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,90,11,0
0236fd90-bb5c-4c11-ac91-d3be2fa17611_es_bridge.owl2_RDFXML.owl,27657,12341,15316,0,0,0,AL,15316,12341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12341,0
02544518-4782-4794-93b8-2b7556fbdab3_agrovoc.owl_RDFXML.owl,32340,16382,15960,0,0,0,AL,15958,16382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16382,0
026f5d10-35d6-4928-97bf-7e74282f3e7c_velopment.owl2_RDFXML.owl,539,410,126,3,0,0,ALEH+,129,407,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,3
02848000-8a45-4114-a9ea-0b062dcc27b4_sh_anatomy.obo_RDFXML.owl,13517,10714,2796,7,0,0,ALE+,2803,10712,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10712,2
0289874e-4b78-4e47-b349-bf866a9c1044_er_anatomy.owl_RDFXML.owl,3817,1472,2314,31,0,0,ALE,2345,0,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,0
028f4d47-8b9f-4408-9f32-f64909152c1c_onto.rdf_RDFXML.owl,195,123,10,0,6,56,AL(D),72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,0,0
02a11281-47b3-484f-b817-e052aa0926f5_ogyProtege.owl_RDFXML.owl,26413,13245,13159,9,0,0,ALH,13168,13220,0,0,0,0,8,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13237,8
02a1b623-a63b-425e-bb23-789e98a33591_ss_xp_self.obo_RDFXML.owl,2271,776,1494,1,0,0,ALE,1495,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,0
02a93afd-d26b-46b4-8c27-158c0cff8f63_loggerhead.owl_RDFXML.owl,658,347,308,3,0,0,ALE,311,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0
02aabb7a-7881-4639-9ec6-c0bf1722e0b5_flanzenatlas_K_RDFXML.owl,176,101,11,12,15,37,ALH(D),75,5,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,33,14,0,0,0,0,0,0,0,0,47,35,19
02ab3076-f809-4d05-9a69-773b08f2b1a6_ehdaa2.owl_RDFXML.owl,16107,13369,2729,9,0,0,ALE+,2738,13366,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13366,3
02b17082-5f51-41ee-8750-74f7c79c3026_Actor.owl_RDFXML.owl,367,213,72,82,0,0,ALH,154,0,0,0,0,0,71,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,71
02bf5bf4-13c5-417b-88cc-f8f4a06f59c1_zz.owl_RDFXML.owl,313,189,116,9,0,0,ALER+,124,129,52,0,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,8
02ce1c5e-99f2-4209-abfa-4ab6055ebc99_flanzenatlas_H_RDFXML.owl,191,110,11,12,15,43,ALH(D),81,5,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,39,17,0,0,0,0,0,0,0,0,56,35,19
031191c6-b4f6-46b7-bc5d-4755e3836523_fbspsimple.owl_RDFXML.owl,13169,6585,6584,0,0,0,AL,6584,6585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6585,0
032ec1a0-864c-48d8-b381-cf2a152ec49a_oc.obo.CURRENT_RDFXML.owl,1990,990,1000,0,0,0,AL,1000,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0
033a534e-490c-4caf-a5a2-1ba8f4b0ff19_onto.rdf_RDFXML.owl,195,123,10,0,6,56,AL(D),72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,0,0
03450d8d-e27b-4763-b000-6129473bfff4_mp.obo_RDFXML.owl,21582,11878,9703,1,0,0,AL+,9704,11877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11877,1
034c7b8c-06dd-4c6f-b1b4-1ce3e84c9b07_PW.obo_RDFXML.owl,1856,1040,815,1,0,0,ALE,816,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0
034dfba3-de08-41c0-a828-1e4fd9ffacfa_ct.obo.CURRENT_RDFXML.owl,4650,2335,2314,1,0,0,ALE,2315,2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2335,0
035dec2d-84f6-44cd-9ea2-cc909cf701b2_p.obo.PREVIOUS_RDFXML.owl,1081,406,664,11,0,0,ALE,675,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0
03aca579-e70f-47ec-a5d4-5a80624e1ab0_1_inferred.owl_RDFXML.owl,2456,1281,494,682,0,0,ALEH,1175,627,530,0,0,259,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,124
03b7d71f-8d52-4d70-8000-9209ef0958dc_LIQO_ver1.0.owl_RDFXML.owl,2614,1322,313,0,0,979,ALCO,1292,314,8,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,994,0,0,0,0,5,0,0,0,0,999,323,0
03d08800-8a69-4aa1-9857-90813d251be8_imitive1.0.owl_RDFXML.owl,241,120,121,0,0,0,AL,121,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0
03e89000-6869-4c1c-95dc-bd069b154b3a_classified.owl_RDFXML.owl,1142,594,546,2,0,0,ALE,548,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0
04096b24-000d-4d49-94bc-1ee51d41f07e_ontoderm.owl_RDFXML.owl,1664,830,677,0,0,157,ALO,834,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,1,0,0,0,0,157,673,0
0431efde-8b36-4395-9dfd-2cec62ded032_y.obo.PREVIOUS_RDFXML.owl,3279,1872,1395,12,0,0,SH,1407,1612,193,60,0,193,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1865,7
0439ba09-2667-4b33-993a-7db4ae2ef8b9_miro.obo_RDFXML.owl,8738,4413,4317,8,0,0,ALE+,4325,4409,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4409,4
0441386e-7bc3-4e91-8ca3-4fe712bfe748_idomal.obo_RDFXML.owl,6028,3464,2552,12,0,0,ALER+,2564,3457,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3457,7
0463b024-7835-4951-b38d-8c1883a37aa3_Governor.owl_RDFXML.owl,208,121,15,20,0,52,ALEH,87,7,0,0,0,0,15,0,0,0,15,15,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,69,37,15
0467fba4-c072-48bc-9c80-86db50415771_eo.owl_RDFXML.owl,1094,555,539,0,0,0,AL,539,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0
047ccf0a-9286-49a2-89fc-caa3a79a1ec4_e.obo.PREVIOUS_RDFXML.owl,4344,2314,2029,1,0,0,AL+,2030,2313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313,1
047db972-b42a-4b07-a9f8-350a25946255_manprotege.owl_RDFXML.owl,9629,4828,2357,15,5,2424,ALC(D),4801,2354,0,8,0,0,0,0,0,0,2,13,0,0,0,0,5,0,73,0,2373,0,0,0,0,0,0,0,2446,2382,0
04c27412-1ec9-4ca3-8d7b-4af522de50b2_doid.obo_RDFXML.owl,13058,6721,6337,0,0,0,AL,6337,6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6721,0
04e99da3-9bae-4ba0-9acb-95f4d5a78ada_er_anatomy.obo_RDFXML.owl,3815,1471,2313,31,0,0,ALE,2344,0,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,0
0533595c-ead5-40f5-a57d-39f8bfd69a04_KategorieNerven_RDFXML.owl,191,110,11,12,15,43,ALH(D),81,5,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,39,17,0,0,0,0,0,0,0,0,56,35,19
0549632b-d4db-47ad-a816-fe960fbab57d_Cardinal.owl_RDFXML.owl,395,225,75,89,0,6,ALH,170,0,0,0,0,0,74,0,0,0,74,74,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,148,74
0552ebca-2b2f-4d14-af4a-9ffaac6a5159_HAO_RDFXML.owl,13880,9250,1903,4,0,2723,SR,4630,3798,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5446,0,0,0,0,0,0,0,0,0,5446,3800,4
055a02d0-c468-4729-ab70-d301b0c99c21_sgenechrom.owl_RDFXML.owl,35921,17934,17986,1,0,0,ALE,17987,17934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17934,0
055e9980-d5ac-484f-bfcc-b62b0135b80f_imr.obo_RDFXML.owl,18842,9622,9217,3,0,0,ALE+,9220,9621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9621,1
057f47fd-45a4-4f88-8f5b-fad1a26b4c24_mmo.owl_RDFXML.owl,1079,567,512,0,0,0,AL,512,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0
059be0e8-6a11-4a6f-9e21-52b393d60feb_a_ontology.obo_RDFXML.owl,457,215,241,1,0,0,ALE,242,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0
05d1a3f4-fee8-4bfb-8324-c32403f9fbb4_Band.owl_RDFXML.owl,236,137,14,21,0,64,ALEH,99,7,0,0,0,0,14,0,0,0,14,14,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,88,35,14
05e21cac-d2a1-467c-bbe9-97c568663d68_10090.rdf_RDFXML.owl,478,237,5,0,0,236,AL,241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,236,1,0
060d1a69-aeaa-4b91-996a-628b2efa9d60_ry_biology.owl_RDFXML.owl,499,249,250,0,0,0,AL,250,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0
061c8c2c-c09b-4496-9ffb-16118b5507f7_Aircraft.owl_RDFXML.owl,628,360,120,143,0,5,ALH,268,0,0,0,0,0,119,0,0,0,119,119,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,238,119
0631b0c3-b2cf-4880-b128-dc263545fe81_eHexenprozesse_RDFXML.owl,281,163,12,12,15,79,ALH(D),118,6,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,73,35,0,0,0,0,0,0,0,0,108,36,19
06351fae-998e-422e-977e-0c25d1a6c730_Cyclist.owl_RDFXML.owl,524,296,95,118,0,15,ALH,228,0,0,0,0,0,94,0,0,0,94,94,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,188,94
06374a6b-539e-498c-999d-be0f044cece0_PropertyEditor_RDFXML.owl,195,106,9,26,15,39,ALH(D),89,4,0,0,0,0,22,0,0,0,11,2,0,10,0,0,13,4,9,15,16,0,0,0,0,0,0,0,40,34,32
066043ed-e67a-4576-86e5-6440bb9a3a7f_hpmerged.obo_RDFXML.owl,23056,13189,9867,0,0,0,AL,9867,13189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13189,0
