Ontology,OntologyLoadingTime_ns,MetricMeasuringTime_ns,TotalTime_ns,Axiom,LogicalAxiomCount,ClassCount,ObjectPropertyCount,DataPropertyCount,IndividualCount,DLExpressivity,DeclarationAxiomsCount,SubClassOf,EquivalentClasses,DisjointClasses,GCICount,HiddenGCICount,SubObjectPropertyOf,EquivalentObjectProperties,TransitiveObjectProperty,ReflexiveObjectProperty,ObjectPropertyDomain,ObjectPropertyRange,SubPropertyChainOf,SubDataPropertyOf,EquivalentDataProperties,FunctionalDataProperty,DataPropertyDomain,DataPropertyRange,ClassAssertion,ObjectPropertyAssertion,DataPropertyAssertion,NegativeObjectPropertyAssertion,NegativeDataPropertyAssertion,SameIndividual,DifferentIndividuals,AnnotationAssertion,AnnotationPropertyDomain,AnnotationPropertyRangeOf,ABoxAxiomCount,TBoxAxiomCount,RBoxAxiomCount
approximated_9833b76c-da15-4524-83af-85574d900520_u_dressing.rdf_functional.owl,15375268,44220,15419488,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_d5526c43-5838-4a9c-af57-b8f625e26237_Leerdammer.ttl_functional.owl,11542438,45794,11588232,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_cd8a38f3-171c-45fa-b461-fb3ce121cfb6_software.owl_functional.owl,17686739,53227,17739966,178,106,41,32,0,23,ALEH,72,70,0,0,24,0,13,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,70,13
approximated_kb-owl-syntax-unraveled-depth-3-km-relevant-cardinalities-triggers-relation-axioms.ofn_functional.owl,284838780,1301548,286140328,22948,16495,6162,292,0,0,ALER,6453,16473,0,0,219,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16473,22
approximated_70aeb10e-eece-43b2-8b09-2f9ea45c1cfe___Koch_G36.ttl_functional.owl,14155527,36285,14191812,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_75d9fe1b-71db-4e70-a109-bd304b2321a7_VRAM.ttl_functional.owl,13579548,39637,13619185,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_8f89a31c-fe5f-46b1-9b07-d9dc72b50e03_pban.owl_functional.owl,20329535,47363,20376898,572,500,56,17,0,156,AL,72,74,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,303,123,0,0,0,0,0,0,0,0,426,74,0
approximated_8fca389d-d850-405f-b461-c6ce2ab6feb7_premises663.rdf_functional.owl,17945106,43980,17989086,292,190,98,5,0,3,ALE,102,180,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,10,180,0
approximated_01e61578-858f-498c-9aba-2401be843c1b_nry_trowel.ttl_functional.owl,10138702,38703,10177405,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_35a36bb9-c479-4063-a445-a9a4c676755c_Azorubine.ttl_functional.owl,11260972,31742,11292714,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_24faf36b-9a27-4f92-b4c1-770320f7d109_Gummi_candy.ttl_functional.owl,10787364,32697,10820061,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_1b9bc6c9-d156-4a1c-a821-014fcf3ae7c5_20090907.rdf_functional.owl,13018119,42052,13060171,664,373,96,196,0,28,ALCRO,291,236,0,0,131,0,102,0,0,0,0,0,5,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,30,236,107
approximated_kb-owl-syntax-unraveled-depth-4-triggers.ofn_functional.owl,160950511,595882,161546393,21476,15214,6107,155,0,0,ALE,6262,15214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15214,0
approximated_ep.cardiac-electrophysiology-ontology.2.owl.xml_functional.owl,1311579107,5829009,1317408116,205522,124382,81110,32,0,12,ALER,81140,124359,0,0,77,0,7,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,124359,11
approximated_f345c79b-a278-41a6-b109-44ba64739788_PaulFisher.rdf_functional.owl,17333332,41898,17375230,222,153,39,31,0,83,AL,69,51,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,102,51,0
74315bf7-bb8f-4a98-95d2-f260450b6ee9_lCharacter.owl_functional.owl,15242990,33005,15275995,359,301,25,33,0,108,ALEH,58,22,0,0,0,0,24,0,0,0,24,24,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,207,70,24
approximated_dd922e1f-73f2-43fb-9a84-6664f9c4d6d3_temetazoan.owl_functional.owl,876381035,4436045,880817080,126365,93576,32584,208,0,39,ALER,32789,93305,0,0,11,0,155,0,0,0,0,0,77,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,39,93305,232
approximated_cfe00e32-c9b8-404c-9f5a-07b042d046c9_codtools_02.owl_functional.owl,17990355,45308,18035663,325,205,62,59,0,25,ALCRO,120,152,0,0,57,0,12,0,0,0,0,0,4,0,0,0,0,0,19,18,0,0,0,0,0,0,0,0,37,152,16
approximated_4a243936-cf39-4269-b053-24e2e8820fb0_Gyrodyne.rdf_functional.owl,16426506,48842,16475348,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_dfc18503-60bd-4cf0-8e46-46da849392d3_Grounding.owl_functional.owl,13327211,45482,13372693,368,193,60,116,0,8,ALR,175,154,0,0,100,0,30,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,154,31
approximated_a3f0aaeb-b9cc-4337-882c-cb968126a9f2_higgins.owl_functional.owl,17034271,27467,17061738,244,146,45,54,0,0,ALH,98,99,0,0,58,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,47
approximated_1c3bac4f-4f4e-4518-bc86-0377d3dc6c32_Wahoo.rdf_functional.owl,11335333,25394,11360727,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
92a9f2e8-3e78-4470-ba97-727b01ed6b3a_Station.owl_functional.owl,18983623,40410,19024033,609,355,116,138,0,12,ALH,254,0,0,0,0,0,115,0,0,0,115,115,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,230,115
approximated_3d18c527-3dc1-4a8e-a715-b5e912ff6c48_calisation.owl_functional.owl,13459522,32680,13492202,201,103,43,56,0,18,AL,98,81,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,22,81,0
approximated_a8009033-f351-4981-aef6-bbf8c91567ab_odData.owl_functional.owl,11403019,29566,11432585,343,182,111,51,0,2,ALER,161,156,0,0,36,0,13,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,156,22
approximated_4a6e0711-cac1-4153-82f9-1a729636c163_CPR.owl_functional.owl,16425584,46014,16471598,1556,908,520,130,0,0,ALER,648,742,0,0,41,0,134,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,166
wb-phenotype.c-elegans-phenotype-vocabulary.195.owl.xml_functional.owl,32223771,91810,32315581,4647,2487,2159,1,0,0,AL+,2160,2486,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2486,1
approximated_45c105f1-be30-4d21-acaa-545093e8a3c2_COSMOr603.owl_functional.owl,131184773,520572,131705345,13992,9841,3799,354,0,2353,ALCRO,4151,6861,0,0,341,0,115,0,0,0,0,0,12,0,0,0,0,0,2244,609,0,0,0,0,0,0,0,0,2853,6861,127
approximated_59c23576-3905-4768-807c-e42953a49469_PA8000.ttl_functional.owl,10148698,40313,10189011,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_2bef0cf8-78c8-4930-8f10-3cd63f3ced94_unitcomplex_functional.owl,11645447,43917,11689364,537,334,145,59,0,0,ALER,203,267,0,0,51,0,55,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,67
approximated_c111b583-ea49-41d1-8301-7bf4cd420885_ebbp2.0.3.owl_functional.owl,13123788,43243,13167031,480,229,241,10,0,0,ALH,251,220,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,9
59c2a3d4-020a-4a2a-8b2f-a9a9c096e102_HP.obo_functional.owl,127316511,333354,127649865,22751,13000,9751,0,0,0,AL,9751,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0
c6fe1d07-3a65-44b7-bb6e-5be86e59feaa_pr_import.owl_functional.owl,15741490,39445,15780935,651,325,326,0,0,0,AL,326,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0
approximated_312ead57-98a6-4831-9cfc-efc961e02d26_74181.rdf_functional.owl,11890111,32004,11922115,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_kb-owl-syntax-unraveled-depth-2-triggers.ofn_functional.owl,208422346,705321,209127667,23833,17554,6107,172,0,0,ALE,6279,17554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17554,0
96fca1bc-6cbd-4edf-9155-62885ac3321c_icsCreator.owl_functional.owl,17220984,38864,17259848,574,332,111,131,0,4,ALH,242,0,0,0,0,0,110,0,0,0,110,110,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,220,110
approximated_7508fb18-a372-461b-861f-3e1d236f466c_qudt_functional.owl,10679397,30436,10709833,492,262,189,42,0,36,ALR,230,191,0,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,16,31,0,0,0,0,0,0,0,0,47,191,24
approximated_00708.owl_functional.owl,87351508,220992,87572500,8137,7900,219,19,0,1911,ALER,237,219,0,0,73,0,1,0,0,0,0,0,3,0,0,0,0,0,4121,3556,0,0,0,0,0,0,0,0,7677,219,4
approximated_839b2cf5-ecb9-4418-85c6-4427ff7aebd2_matrIon.owl_functional.owl,71684860,245414,71930274,9458,5992,2995,473,0,1152,ALCRO,3466,3899,0,0,134,0,405,0,0,0,0,0,8,0,0,0,0,0,1208,186,0,0,0,208,78,0,0,0,1680,3899,413
approximated_1cdf362c-2ae8-4727-b5e9-576130834e04_OBI.obo_functional.owl,329613990,1431088,331045078,30442,26859,3520,64,0,0,ALER,3583,26816,0,0,22263,0,41,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26816,43
approximated_c2be6154-32e2-4603-829f-7d5b1d11b934_d0.owl_functional.owl,16176580,34838,16211418,536,347,80,110,0,0,ALER,189,230,0,0,103,0,110,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,117
approximated_00535.owl_functional.owl,116002138,443116,116445254,17492,11610,5877,5,0,0,ALE,5882,11610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11610,0
approximated_8d26f9a2-ef79-4a31-becf-0e57b2393271_undbericht.owl_functional.owl,12527025,53304,12580329,552,327,151,75,0,48,ALER,225,171,0,0,11,0,73,0,0,0,0,0,5,0,0,0,0,0,48,30,0,0,0,0,0,0,0,0,78,171,78
approximated_3f2b94bf-d53a-4daf-946d-6c59da721e7c_Cola.rdf_functional.owl,10439429,44885,10484314,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_702b8efb-32b2-4a87-8350-415581a69a16_Resistor.rdf_functional.owl,11196355,62579,11258934,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_22b3b685-bd5e-47cd-a249-4830d6cf08c6_Fish_hook.rdf_functional.owl,18616319,57486,18673805,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_c9cbf95b-a86d-41c2-85f9-8d759de6c1d9_sion.zfish.obo_functional.owl,105121069,429631,105550700,14132,11204,2918,11,0,0,ALER,2928,11199,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11199,5
06c9f57b-624c-4e3a-9610-48d68898db4c_HAO.obo_functional.owl,74415150,170746,74585896,5494,3659,1832,3,0,0,SR,1835,3654,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3655,4
approximated_6d30d82d-ccfe-4993-b40a-958aa17be6f9_MSKB_ver1.owl_functional.owl,21015368,77322,21092690,598,300,196,103,0,2,ALH,298,200,0,0,5,0,97,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,200,97
approximated_1f1074d7-d9d4-4a6b-8977-0a77b95392f8_interfaces.owl_functional.owl,14139945,25186,14165131,260,158,56,47,0,10,ALCRO,102,132,0,0,45,0,12,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,132,16
approximated_tao.teleost-anatomy-ontology.135.owl.xml_functional.owl,60790790,262327,61053117,8412,5166,3227,19,0,0,ALER,3246,5156,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5156,10
approximated_77e55a95-d069-4da2-b261-57e89fcb896a_rTransport.owl_functional.owl,70478313,224024,70702337,8214,4721,3315,180,0,159,ALCRO,3493,4236,0,0,126,0,131,0,0,0,0,0,7,0,0,0,0,0,164,179,0,0,0,4,0,0,0,0,347,4236,138
f24457ab-cea2-4017-b9f0-e77f9f1f4f39_notype_xp.owl2_functional.owl,139350634,202557,139553191,8901,3790,5100,11,0,0,ALER,5111,75,3712,0,0,75,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3787,3
approximated_052b7c55-4d02-4d5d-99f4-48676cb191e0_FYPO_functional.owl,52830288,134564,52964852,5823,4132,1672,19,0,0,ALER,1691,4123,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4123,9
approximated_5249685c-71db-4f8b-8746-00fe11948fa4_Mandoca.rdf_functional.owl,15041291,30382,15071673,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_4e9382c4-e9aa-4494-96b1-14892f8a5695_Flail.ttl_functional.owl,9606968,22519,9629487,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_6b6bbd7f-64af-446f-b47d-a11f97c191c3_Tilapia.ttl_functional.owl,13486787,24111,13510898,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_4c0f61da-db43-40be-aea5-096d0e25cf87_eral_water.rdf_functional.owl,14232090,30227,14262317,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_ddd751bd-f933-42b7-865d-e9aa08c3408b_ncertainty.owl_functional.owl,17646601,44409,17691010,1613,980,567,67,0,103,ALCRO,633,702,0,0,32,0,32,0,0,0,0,0,7,0,0,0,0,0,103,134,0,0,0,2,0,0,0,0,239,702,39
approximated_00627.owl_functional.owl,38786163,82927,38869090,4965,2804,2138,24,0,3,ALER,2161,2785,0,0,5,0,9,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2785,16
approximated_00f0d5f6-395b-4d82-97bd-75062b17681a_odore_CDTV.ttl_functional.owl,16164940,28977,16193917,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_52d591c9-b4fc-4f87-99c4-8b81323a910f_Sun_valve.ttl_functional.owl,15941205,45305,15986510,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_00039.owl_functional.owl,76122420,200894,76323314,9597,6098,3086,413,0,0,ALER,3499,5656,0,0,0,0,416,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5656,442
approximated_48bdccca-5b0c-48b6-b156-5f88a9662b1c_envirImpact.owl_functional.owl,49005062,108666,49113728,5761,3381,2208,174,0,152,ALCRO,2380,2905,0,0,112,0,129,0,0,0,0,0,7,0,0,0,0,0,157,181,0,0,0,2,0,0,0,0,340,2905,136
approximated_6fce96ad-8afd-44a8-8828-258cac75fc7b_risdiction.owl_functional.owl,22670760,52403,22723163,1137,714,377,47,0,103,ALCRO,423,447,0,0,23,0,21,0,0,0,0,0,7,0,0,0,0,0,103,134,0,0,0,2,0,0,0,0,239,447,28
approximated_09b555c1-a7a1-4cc9-b9de-b53288f8fd91_onto.rdf_functional.owl,13226122,25262,13251384,267,167,44,57,0,55,ALH,100,102,0,0,55,0,10,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,55,102,10
approximated_531c2d22-624b-47ae-8947-357b8894cb23_MF.owl_functional.owl,16378057,48787,16426844,1700,922,695,84,0,18,ALCRO,778,816,0,0,52,0,61,0,0,0,0,0,25,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,20,816,86
approximated_821570a0-d208-4173-a2f9-a885caabf71c_plusassocs.obo_functional.owl,6912377655,23806230,6936183885,765084,616106,148882,97,0,0,ALER,148978,616021,0,0,5,0,64,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616021,85
0b269d8d-1c50-45ce-ae4b-60a46714d203_classified.obo_functional.owl,255162518,755999,255918517,22875,17247,5620,8,0,0,ALE+,5628,17243,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17243,4
approximated_617ed6c6-5075-429e-aa0d-8f510bb901d7_Pentium_III.ttl_functional.owl,15066689,31172,15097861,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_904615b5-96da-4a92-9a63-41b2f042c337_stermerged.owl_functional.owl,967704382,4958710,972663092,108473,103463,4897,116,0,58273,ALCRO,5010,2534,0,0,32,0,75,0,0,0,0,0,55,0,0,0,0,0,32918,37222,0,0,0,30657,2,0,0,0,100799,2534,130
approximated_462bdf6b-f7ad-4c73-8244-024769021458_vertebrate.obo_functional.owl,665057882,3359155,668417037,90883,72585,18069,229,0,0,ALER,18298,72435,0,0,0,0,114,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72435,150
approximated_0a139bbb-6261-4262-b62c-c0d3733f5508_Drill_bit.ttl_functional.owl,16793962,30340,16824302,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_ca495d9f-6fd0-455d-be1b-17538744f700_dinterests.owl_functional.owl,8708937,27853,8736790,461,261,63,138,0,51,ALCRO,200,161,0,0,119,0,39,0,0,0,0,0,2,0,0,0,0,0,58,1,0,0,0,0,0,0,0,0,59,161,41
approximated_122239cd-6801-417a-81e4-5bb1fe1f464c_ZX80.ttl_functional.owl,10016475,26616,10043091,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_kb-owl-syntax-coreference-IDs-km-relevant-cardinalities-disjointness-relation-axioms.ofn_functional.owl,388942613,1698023,390640636,66057,38562,27218,279,0,0,ALER,27495,38540,0,0,8157,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38540,22
approximated_2968831e-1053-42e1-9bcc-b6da3f94d6f9_uowithpato.owl_functional.owl,37159583,89082,37248665,5045,3017,2012,18,0,212,ALER,2028,2798,0,0,70,0,4,0,0,0,0,0,3,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,212,2798,7
approximated_c2d3e8f6-066c-4850-9cd3-befc930596a1_opentox.owl_functional.owl,8054452,59687,8114139,224,125,24,76,0,0,ALR,99,95,0,0,73,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,30
approximated_1d340b73-57f7-4f92-9367-7f131dd2e647_htning_rod.rdf_functional.owl,10464419,34378,10498797,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
