Ontology,Axiom,LogicalAxiomCount,ClassCount,ObjectPropertyCount,DataPropertyCount,IndividualCount,DLExpressivity,DeclarationAxiomsCount,SubClassOf,EquivalentClasses,DisjointClasses,GCICount,HiddenGCICount,SubObjectPropertyOf,EquivalentObjectProperties,TransitiveObjectProperty,ReflexiveObjectProperty,ObjectPropertyDomain,ObjectPropertyRange,SubPropertyChainOf,SubDataPropertyOf,EquivalentDataProperties,FunctionalDataProperty,DataPropertyDomain,DataPropertyRange,ClassAssertion,ObjectPropertyAssertion,DataPropertyAssertion,NegativeObjectPropertyAssertion,NegativeDataPropertyAssertion,SameIndividual,DifferentIndividuals,AnnotationAssertion,AnnotationPropertyDomain,AnnotationPropertyRangeOf,ABoxAxiomCount,TBoxAxiomCount,RBoxAxiomCount
00309.owl_functional.owl,284,209,71,4,0,107,AL,75,75,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,132,77,0
00322.owl_functional.owl,3312,2537,411,344,20,746,ALH(D),775,659,0,0,0,0,318,0,0,0,341,339,0,0,0,0,0,20,686,174,0,0,0,0,0,0,0,0,860,1359,318
00b86bdc-e16b-46bf-93fb-9cde6849dcc8_onto.rdf_functional.owl,210,175,28,0,7,56,AL(D),35,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,98,0,0,0,0,0,0,0,153,22,0
0147e189-1bbb-4e53-bf7a-5a45f561fc5c_nnotations.owl_functional.owl,165547,146348,19194,5,0,66454,ALE,19199,79894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66454,0,0,0,0,0,0,0,0,0,66454,79894,0
01604f5c-bb75-41a2-8535-6eb587f4ef5b_egoryRdfsClass_functional.owl,217,175,12,15,15,131,ALH(D),42,4,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,44,78,0,0,0,0,0,0,0,0,122,34,19
017ba95a-fd2a-4957-894a-eab3f6fe846a_humancobra.owl_functional.owl,7295,4884,2411,0,0,2410,ALC,2411,2409,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469,0,0,0,0,0,0,0,0,0,2469,2415,0
01c9d8c9-b9a0-4a82-a405-85f29d76cebb_nnotations.owl_functional.owl,503023,465506,37511,6,0,228760,ALE,37517,232753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232753,0,0,0,0,0,0,0,0,0,232753,232753,0
0223fe0b-6717-4e60-bdde-d6c4b4bedba0_onto.rdf_functional.owl,187,149,32,0,6,56,AL(D),38,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,26,0
028f4d47-8b9f-4408-9f32-f64909152c1c_onto.rdf_functional.owl,139,123,10,0,6,56,AL(D),16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,0,0
033a534e-490c-4caf-a5a2-1ba8f4b0ff19_onto.rdf_functional.owl,139,123,10,0,6,56,AL(D),16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,0,0
03b7d71f-8d52-4d70-8000-9209ef0958dc_LIQO_ver1.0.owl_functional.owl,1635,1322,313,0,0,979,ALCO,313,314,8,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,994,0,0,0,0,5,0,0,0,0,999,323,0
04096b24-000d-4d49-94bc-1ee51d41f07e_ontoderm.owl_functional.owl,1507,830,677,0,0,157,ALO,677,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,1,0,0,0,0,157,673,0
047db972-b42a-4b07-a9f8-350a25946255_manprotege.owl_functional.owl,7205,4828,2357,15,5,2424,ALC(D),2377,2354,0,8,0,0,0,0,0,0,2,13,0,0,0,0,5,0,73,0,2373,0,0,0,0,0,0,0,2446,2382,0
0552ebca-2b2f-4d14-af4a-9ffaac6a5159_HAO_functional.owl,11157,9250,1903,4,0,2723,SR,1907,3798,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5446,0,0,0,0,0,0,0,0,0,5446,3800,4
05e21cac-d2a1-467c-bbe9-97c568663d68_10090.rdf_functional.owl,242,237,5,0,0,236,AL,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,236,1,0
0631b0c3-b2cf-4880-b128-dc263545fe81_eHexenprozesse_functional.owl,202,163,12,12,15,79,ALH(D),39,6,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,73,35,0,0,0,0,0,0,0,0,108,36,19
06a405d6-f348-4ba3-a8ad-bd66210fa433_us.owl_functional.owl,212,154,58,0,0,112,AL,58,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,127,27,0
06d27a7f-d087-46e4-9340-95ac4d8848b3_onto.rdf_functional.owl,178,144,28,0,6,56,AL(D),34,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,67,0,0,0,0,0,0,0,122,22,0
0721d520-f07e-45cf-8585-5ec1737e60ba_onto.rdf_functional.owl,285,213,65,0,7,56,AL(D),72,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,99,0,0,0,0,0,0,0,154,59,0
0724ea7f-e9b2-460f-b5ab-85a868f64b2d_onto.rdf_functional.owl,137,122,10,0,5,56,AL(D),15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,67,0,0,0,0,0,0,0,122,0,0
0a314cbc-3ffe-4f6e-b6a5-cae94a760fbb_Settlement.owl_functional.owl,224,206,8,10,0,85,ALEH,18,6,0,0,0,0,7,0,0,0,7,7,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,179,20,7
0b0a4e5b-d23f-43b7-8058-799c8125e251_rySample_pages_functional.owl,276,233,13,14,16,103,ALH(D),43,7,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,78,54,45,0,0,0,0,0,0,0,177,37,19
0be7640e-1f36-4db5-b96d-26eae0df6e31_onto.rdf_functional.owl,261,181,75,0,5,56,AL(D),80,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,67,0,0,0,0,0,0,0,122,59,0
0c7d7cbb-fa47-4131-8242-7f3523bbb873_russiaB.rdf_functional.owl,597,376,151,70,0,158,AL,221,163,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,158,218,0
0c995738-f296-4ef0-99ec-a5b3d5ef3769_nnotations.owl_functional.owl,399651,369675,29971,5,0,176043,ALE,29976,193632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176043,0,0,0,0,0,0,0,0,0,176043,193632,0
0d983190-bc65-4c90-ad4a-a94c010fe6ab_onto.rdf_functional.owl,251,181,65,0,5,56,AL(D),70,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,67,0,0,0,0,0,0,0,122,59,0
0dbc4292-8aa9-44dc-a029-e7b1449f0e9d_OS4.owl_functional.owl,44448,44292,18,12,127,3536,ALF(D),156,23,0,0,0,0,0,0,0,0,1,0,0,0,0,127,166,127,7072,4678,32098,0,0,0,0,0,0,0,43848,444,0
0f2aefc4-a7c1-4649-8dd1-2de71dd232f5_onto.rdf_functional.owl,251,181,65,0,5,56,AL(D),70,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,67,0,0,0,0,0,0,0,122,59,0
11253925-8c78-4fa1-9e13-559eff977623_nnotations.owl_functional.owl,131864,121004,10856,4,0,60502,ALE,10860,60502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60502,0,0,0,0,0,0,0,0,0,60502,60502,0
11bcd0a4-1a0c-4138-a717-b922463c8ae5_rser_functions_functional.owl,238,197,11,14,16,81,ALH(D),41,5,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,69,40,34,0,0,0,0,0,0,0,143,35,19
12e6b366-f34b-436e-b1ce-9546bc85d136_se2rdftest.xml_functional.owl,1381,1292,41,34,14,675,ALH(D),89,39,0,0,0,0,32,0,0,0,33,33,0,11,0,0,12,12,69,638,413,0,0,0,0,0,0,0,1120,129,43
1384ca89-943a-4604-9fb7-db9ab3cbc4cf_tplushuman.owl_functional.owl,9580,7199,2357,15,9,2430,ALC(D),2381,2354,0,8,0,0,0,0,0,0,2,13,0,0,0,0,5,9,2424,0,2384,0,0,0,0,0,0,0,4808,2391,0
13a74419-fef5-4ced-afc6-265b308c54f1_onto.rdf_functional.owl,208,174,28,0,6,56,AL(D),34,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,97,0,0,0,0,0,0,0,152,22,0
13acd5d0-383c-492b-81d2-2a42e9ffdc11_stts.owl_functional.owl,271,193,76,0,2,58,AL(D),78,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,59,0,0,0,0,0,0,0,117,76,0
147cbe7c-d161-4214-8ced-0f838c6d33f7_onto.rdf_functional.owl,263,182,75,0,6,56,AL(D),81,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,59,0
1508dd36-1e8c-4c5a-8b37-1485d72d4d4d_onto.rdf_functional.owl,185,148,32,0,5,56,AL(D),37,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,67,0,0,0,0,0,0,0,122,26,0
15d7f247-fa08-4fcb-a571-0709c41e082c_cerifrdf.rdf_functional.owl,282,240,38,4,0,213,AL,42,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,213,27,0
16060d98-1832-493e-b5db-35939b624ebb_rySMW_releases_functional.owl,428,385,13,14,16,177,ALH(D),43,7,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,159,88,82,0,0,0,0,0,0,0,329,37,19
160b40f0-608b-462a-bf5b-852b13a1e1b6_nnotations.owl_functional.owl,151361,131132,20225,4,0,65566,ALE,20229,65566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65566,0,0,0,0,0,0,0,0,0,65566,65566,0
16bc24e4-d921-400a-b6b7-a0482f55640f_ePflanzenatlas_functional.owl,337,273,37,12,15,169,ALH(D),64,31,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,113,80,0,0,0,0,0,0,0,0,193,61,19
192db842-c6f1-4e17-9e5f-6a9d9a54e737_appearances.owl_functional.owl,477,393,58,26,0,277,ALCHO,84,17,8,9,0,5,13,0,0,0,22,24,0,0,0,0,0,0,295,0,0,0,0,5,0,0,0,0,300,80,13
1a9e972d-621d-4c5f-a006-8a4918bb2a7c_onto.rdf_functional.owl,187,149,32,0,6,56,AL(D),38,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,26,0
1ab70d12-c7fc-4fb6-a8da-45224d349bca_onto.rdf_functional.owl,253,182,65,0,6,56,AL(D),71,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,59,0
1b301cbb-0276-4463-8e46-572b14c6948c_sc84title.rdfs_functional.owl,49448,32944,16504,0,0,16500,AL,16504,16444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16500,0,0,0,0,0,0,0,0,0,16500,16444,0
1b99efff-7fdf-4fb3-8b01-9d8ab2efc8f1_3702.rdf_functional.owl,458,453,5,0,0,452,AL,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0,452,1,0
1cb603d0-4461-48b7-b7c5-ffe0cb8133db_i_of_the_Month_functional.owl,278,238,11,13,16,100,ALH(D),40,5,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,91,46,47,0,0,0,0,0,0,0,184,35,19
1d09cdf9-0579-496d-b402-c0e6f3c966b6_onto.rdf_functional.owl,185,148,32,0,5,56,AL(D),37,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,67,0,0,0,0,0,0,0,122,26,0
1d1247b4-7973-4e96-8fd6-29f8a0d89e43_all.ttl_functional.owl,164,151,13,0,0,139,ALO,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,87,0,0,0,0,139,12,0
1dd81ef3-1e3e-4b2f-9bd0-230123497968_atOntology.owl_functional.owl,3072,3040,31,2,0,1014,ALE,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,1996,0,0,0,0,0,0,0,0,3010,30,0
1e91ca85-e1e5-4dd9-9bf8-5ec9b2c95223_cheeses0.1.ttl_functional.owl,1149,1133,16,0,0,887,ALO,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,0,0,0,233,0,0,0,0,1130,3,0
200f4b84-7fcd-4e57-8c14-526a44923aaa_onto.rdf_functional.owl,251,181,65,0,5,56,AL(D),70,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,67,0,0,0,0,0,0,0,122,59,0
2027e67a-a876-4cbb-bac1-3b8b992ca4cd_ObjectProperty_functional.owl,236,198,9,14,15,190,ALH(D),38,4,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,41,104,0,0,0,0,0,0,0,0,145,34,19
20587d7a-7c92-4314-8ab2-dc43b19257c7_Song.owl_functional.owl,215,171,19,25,0,67,ALEH,44,16,0,0,0,0,18,0,0,0,18,18,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,101,52,18
2256c7a2-9bcb-45cf-ab74-5524fe720c24_onto.rdf_functional.owl,185,148,32,0,5,56,AL(D),37,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,67,0,0,0,0,0,0,0,122,26,0
22dd2e1f-0120-4349-a40a-3dcf3475d135_EbGdrcN5Y29ycA_functional.owl,222,206,14,3,0,193,ALO,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,3,0,0,0,3,0,0,0,0,197,9,0
259cd8e6-6069-49db-b971-3d342a604c57_Building.owl_functional.owl,766,631,61,74,0,172,ALEH,135,60,0,0,0,0,61,0,0,0,61,61,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,388,182,61
25dd3bc2-2d6f-4599-b1e6-78fffc8efde2_hema_Bilal.rdf_functional.owl,1468,1111,268,89,0,197,AL,357,101,0,0,0,0,0,0,0,0,0,813,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,197,914,0
2b8224b9-d12b-484b-b8b3-d989d88d8c0c_rieGrundstoffe_functional.owl,400,345,28,12,15,211,ALH(D),55,22,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,173,101,0,0,0,0,0,0,0,0,274,52,19
2bcf983c-ab17-482f-b2a2-34b92aa4312d_sfo.rdfs_functional.owl,619,505,44,52,18,428,AL(D),114,24,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,18,429,0,0,0,0,0,0,0,0,0,429,76,0
2d09369e-392a-4ef2-a7c9-28334cbdc6f8_ddex.owl_functional.owl,2568,1707,861,0,0,772,AL,861,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0,772,935,0
2f3c57c3-2e59-421f-8ae4-9d1c35ed039b_nnotations.owl_functional.owl,401194,365568,35622,4,0,182784,ALE,35626,182784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182784,0,0,0,0,0,0,0,0,0,182784,182784,0
2fd696f8-54fa-4e5a-9224-4ddb0fff81ba_onto.rdf_functional.owl,137,122,10,0,5,56,AL(D),15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,67,0,0,0,0,0,0,0,122,0,0
30452db5-6cd2-4630-bbe1-17ac3dade1c7_geospecies.owl_functional.owl,875,691,85,71,29,204,ALCHO(D),184,72,5,0,0,4,12,0,0,0,69,58,0,2,1,0,24,0,429,0,11,0,0,0,8,0,0,0,448,228,15
307b641b-02a7-4f31-a8f9-1f7fb924a998_ficeHolder.owl_functional.owl,995,646,162,187,0,98,ALH,349,0,0,0,0,0,161,0,0,0,161,161,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,163,322,161
30f83806-d44f-4da4-9377-fa8f7934644b_KategorieHarn_functional.owl,193,155,11,12,15,73,ALH(D),38,5,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,69,32,0,0,0,0,0,0,0,0,101,35,19
333eaf81-44d3-4f33-a2f1-b3646a0e4465_entmaproom.owl_functional.owl,351,279,72,0,0,208,AL,72,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,208,71,0
337a232d-3f4f-470a-ada1-aec74f13a61f_oryRdfProperty_functional.owl,480,441,10,14,15,400,ALH(D),39,4,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,133,255,0,0,0,0,0,0,0,0,388,34,19
343fa8fb-7658-4e0a-b820-b264f3f20d9f_onto.rdf_functional.owl,253,182,65,0,6,56,AL(D),71,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,59,0
353994c8-f9ad-4571-9d40-542a61426246__documentation_functional.owl,2744,2690,24,14,16,1334,ALH(D),54,18,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,1296,665,662,0,0,0,0,0,0,0,2623,48,19
356d962d-4302-443a-beca-84a2574f46ef_xamplefull.rdf_functional.owl,304,298,6,0,0,295,AL,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,295,3,0
383366e9-d911-407a-a795-ce94e519de12_onto.rdf_functional.owl,194,149,39,0,6,56,AL(D),45,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,26,0
388c39d6-8712-4e1e-b74f-b1f3fb3c0382_onto.rdf_functional.owl,251,181,65,0,5,56,AL(D),70,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,67,0,0,0,0,0,0,0,122,59,0
38eeea63-a1ea-4cd1-9f1d-163238a0071c_nnotations.owl_functional.owl,177165,156994,20167,4,0,78497,ALE,20171,78497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78497,0,0,0,0,0,0,0,0,0,78497,78497,0
39f92fd6-6545-47a9-b77d-219c0fbadbc6__Bezeichnungen_functional.owl,400,337,36,12,15,211,ALH(D),63,30,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,157,101,0,0,0,0,0,0,0,0,258,60,19
3a78c22a-0f10-45f8-b11f-82d5f84684c7_tplusmouse.owl_functional.owl,14372,10793,3555,15,9,3628,ALC(D),3579,3552,0,8,0,0,0,0,0,0,2,13,0,0,0,0,5,9,3622,0,3582,0,0,0,0,0,0,0,7204,3589,0
3dd59a1d-ab19-4817-a996-8beaf292e289_onto.rdf_functional.owl,253,182,65,0,6,56,AL(D),71,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,59,0
4061843a-3fd2-4186-b15e-6631ceab65b0_onto.rdf_functional.owl,187,149,32,0,6,56,AL(D),38,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,26,0
40c33261-65fb-42b0-b39a-3e601e821744_onto.rdf_functional.owl,137,122,10,0,5,56,AL(D),15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,67,0,0,0,0,0,0,0,122,0,0
41d2f9bf-47c1-4d44-a969-8a1694fe70ab_onto.rdf_functional.owl,261,189,65,0,7,33,AL(D),72,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,98,0,0,0,0,0,0,0,130,59,0
42b54620-6ea6-4751-9938-5c4090770371_ifiedBases.owl_functional.owl,397,346,48,3,0,156,ALCH,51,47,1,2,0,1,1,0,0,0,2,2,0,0,0,0,0,0,156,135,0,0,0,0,0,0,0,0,291,54,1
43186c17-6f69-4d5b-86a7-f1b56b7cd706_isOntology.owl_functional.owl,548,531,16,0,1,225,AL(D),17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,100,0,0,0,0,0,0,0,522,9,0
43221dae-c7fb-4cb9-99a3-a1b286645dae_CategorySMWCon_functional.owl,513,469,15,13,16,217,ALH(D),44,9,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,201,106,104,0,0,0,0,0,0,0,411,39,19
44b5dcbf-ec45-4d45-9624-d0e3ee77c6a1_onto.rdf_functional.owl,139,123,10,0,6,56,AL(D),16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,0,0
46385dec-a0c9-488b-9e01-6d4ef93602df_ntic_MediaWiki_functional.owl,234,187,18,13,16,78,ALH(D),47,12,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,55,35,36,0,0,0,0,0,0,0,126,42,19
493d9e7d-a6d4-4c4b-8e34-be19f249f290_Artist.owl_functional.owl,1015,864,68,83,0,189,ALEH,151,98,0,0,0,0,68,0,0,0,68,68,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,562,234,68
4c29178c-bc2b-4843-af95-91eef4ffe392_onto.rdf_functional.owl,253,182,65,0,6,56,AL(D),71,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,59,0
4d050029-b018-4425-b9b6-708e38473e06_qtag.owl_functional.owl,271,199,70,0,2,64,AL(D),72,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,0,64,0,0,0,0,0,0,0,128,71,0
4e3cd38a-310b-49db-a656-cf156714156b_penn.owl_functional.owl,222,165,55,0,2,51,AL(D),57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,57,0,0,0,0,0,0,0,108,57,0
4e8485c1-e686-4df9-ad50-72ec36a95dad_Actor.owl_functional.owl,272,226,19,27,0,82,ALEH,46,12,0,0,0,0,19,0,0,0,18,18,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,159,48,19
4f3c0ef2-95ab-49c5-b36e-fdea1f7b5384_nnotations.owl_functional.owl,193976,173617,20354,5,0,78934,ALE,20359,94683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78934,0,0,0,0,0,0,0,0,0,78934,94683,0
4f456a4a-5838-4b84-88ef-06ca6b2d06a1_ntiWordNet.owl_functional.owl,1265,1166,98,1,0,670,ALO,99,96,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,669,373,0,0,0,26,0,0,0,0,1068,98,0
51f827df-dfb7-4353-902b-71fb9d0cf665_prdfschema.rdf_functional.owl,2484,1703,418,343,20,681,AL(D),781,659,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,20,686,0,0,0,0,0,0,0,0,0,686,1017,0
530f80c8-cdfb-47c1-a1be-1a2d0abee680_nnotations.owl_functional.owl,689540,631131,58376,33,0,292198,ALE,58409,337936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293195,0,0,0,0,0,0,0,0,0,293195,337936,0
5385c20a-b696-43db-b6dd-3c548f7ae2ba_onto.rdf_functional.owl,178,144,28,0,6,56,AL(D),34,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,67,0,0,0,0,0,0,0,122,22,0
53943919-e0eb-460d-a255-f135fc0a9bac_sumo.owl_functional.owl,2564,1725,630,209,0,329,ALH,839,696,0,0,0,0,87,0,0,0,188,186,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,568,1070,87
541cbf98-8b6f-46d3-b744-be7cc242dfcf_riePublikation_functional.owl,403,353,23,12,15,213,ALH(D),50,17,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,185,102,0,0,0,0,0,0,0,0,287,47,19
57137591-6d45-48e4-a584-e4bec0fc98e5_onto.rdf_functional.owl,253,182,65,0,6,56,AL(D),71,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,59,0
578afe61-b0d6-45fb-a418-a2c553052fe5_rieKrankheiten_functional.owl,400,336,37,12,15,211,ALH(D),64,31,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,155,101,0,0,0,0,0,0,0,0,256,61,19
57c1bb12-3f58-46ad-b64a-e522bcedb174_OUbisWorld.owl_functional.owl,5564,3296,2257,12,0,530,ALH,2268,2260,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,1026,2260,10
5853f952-6e48-489d-b379-41d059f14f83_difications.n3_functional.owl,1558,1517,33,7,2,452,ALC(D),41,34,1,1,0,1,0,0,0,0,5,7,0,0,0,0,0,2,452,1015,0,0,0,0,0,0,0,0,1467,50,0
589f5753-9434-47e6-ae92-dd6319e721bb_oreprotege.owl_functional.owl,221,172,29,15,5,96,ALC(D),49,26,0,8,0,0,0,0,0,0,2,13,0,0,0,0,5,0,73,0,45,0,0,0,0,0,0,0,118,54,0
